Name,Event,Description,Current Type,Current Nurturing,Date
Tracey Thomas,Email,,Paying Member,,21/01/2021 17:05
Geraldine Cook,Email,,Lead,Engaged,21/01/2021 17:06
Anna Blalock,Lead Created,;2021-01-21T17:10:26.000Z,Not a lead,Not an opportunity,21/01/2021 17:10
Anna Blalock,Platform Account Created,,Not a lead,Not an opportunity,21/01/2021 17:10
Nancy Quarles,Email,,Paying Member,Attended Meeting,21/01/2021 17:10
Christian Sherman,Email,,Contributing  Member,Attended Meeting,21/01/2021 17:10
Christian Sherman,Email,,Contributing  Member,Attended Meeting,21/01/2021 17:12
Nancy Quarles,Email,,Paying Member,Attended Meeting,21/01/2021 17:12
Nancy Quarles,Email,,Paying Member,Attended Meeting,21/01/2021 17:12
Christian Sherman,Email,,Contributing  Member,Attended Meeting,21/01/2021 17:12
Christian Sherman,Email,,Contributing  Member,Attended Meeting,21/01/2021 17:12
Nancy Quarles,Email,,Paying Member,Attended Meeting,21/01/2021 17:14
Christian Sherman,Email,,Contributing  Member,Attended Meeting,21/01/2021 17:14
Nancy Quarles,Email,,Paying Member,Attended Meeting,21/01/2021 17:16
Christian Sherman,Email,,Contributing  Member,Attended Meeting,21/01/2021 17:16
Geraldine Cook,Email,,Lead,Engaged,21/01/2021 17:19
Geraldine Cook,Email,,Lead,Engaged,21/01/2021 17:19
Arthur Lott,Email,,Contributing  Member,Not an opportunity,21/01/2021 17:33
Christian Sherman,Email,,Contributing  Member,Attended Meeting,21/01/2021 17:41
Nancy Quarles,Email,,Paying Member,Attended Meeting,21/01/2021 17:41
Arthur Lott,Email,,Contributing  Member,Not an opportunity,21/01/2021 17:51
Tracey Thomas,Email,,Paying Member,,21/01/2021 17:53
Arthur Lott,Email,,Contributing  Member,Not an opportunity,21/01/2021 17:57
Tracey Thomas,Email,,Paying Member,,21/01/2021 18:03
Arthur Lott,Email,,Contributing  Member,Not an opportunity,21/01/2021 18:11
Tracey Thomas,Email,,Paying Member,,21/01/2021 18:13
Mark Blaida,Email,,Former Paying Member,,21/01/2021 18:19
Elizabeth Guerra,Email,,Contributing  Member,,21/01/2021 18:29
Mark Blaida,Email,,Former Paying Member,,21/01/2021 18:35
Terry Jones,Email,,Team,,21/01/2021 18:36
Amy Williams,Email,,Paying Member,,21/01/2021 18:36
Danielle Bellefeuille,Email,,Lead,Attended Meeting,21/01/2021 18:36
Michael Collingwood,Email,,Paying Member,,21/01/2021 18:36
Robert Qualls,Email,,Paying Member,,21/01/2021 18:36
Jamie Harding,Email,,Paying Member,Attended Meeting,21/01/2021 18:36
Francis Belisle,Email,,Paying Member,,21/01/2021 18:37
Mark Blaida,Email,,Former Paying Member,,21/01/2021 18:39
Eleanor Mcintyre,Lead Created,;2021-01-21T18:39:29.000Z,Lead,Initial Engagement,21/01/2021 18:39
Eleanor Mcintyre,Platform Account Created,,Lead,Initial Engagement,21/01/2021 18:39
Mark Blaida,Email,,Former Paying Member,,21/01/2021 18:43
Eleanor Mcintyre,Apply to Join Meeting,,Lead,Initial Engagement,21/01/2021 18:45
Tracey Thomas,Email,,Paying Member,,21/01/2021 20:23
Donna Herrera,Lead Created,;2021-01-21T20:41:23.000Z,Not a lead,Not an opportunity,21/01/2021 20:41
Donna Herrera,Platform Account Created,,Not a lead,Not an opportunity,21/01/2021 20:41
Geoffrey Johnson,Lead Created,CRM Email/Call Tracking;2021-01-21T20:50:34.000Z,Lead,,21/01/2021 20:50
Megan Wright,Lead Created,CRM Email/Call Tracking;2021-01-21T20:50:34.000Z,Lead,Confirmed Meeting Attendee,21/01/2021 20:50
Victor Mark,Lead Created,CRM Email/Call Tracking;2021-01-21T20:50:34.000Z,Lead,,21/01/2021 20:50
Keisha Chapman,Apply to Join Meeting,,Paying Member,,21/01/2021 20:52
Donna Herrera,Apply to Join Meeting,,Not a lead,Not an opportunity,21/01/2021 20:52
Keisha Chapman,Apply to Join Meeting,,Paying Member,,21/01/2021 21:00
Robert Williams,Email,,Paying Member,,21/01/2021 21:07
Ronald Powers,Email,,Team,Attended Meeting,21/01/2021 21:07
Lois Philbrick,Email,,Paying Member,,21/01/2021 21:07
Robert Williams,Email,,Paying Member,,21/01/2021 21:09
Ronald Powers,Email,,Team,Attended Meeting,21/01/2021 21:09
Lois Philbrick,Email,,Paying Member,,21/01/2021 21:09
Ronald Powers,Email,,Team,Attended Meeting,21/01/2021 21:14
Robert Williams,Email,,Paying Member,,21/01/2021 21:14
Lois Philbrick,Email,,Paying Member,,21/01/2021 21:14
Ronald Powers,Email,,Team,Attended Meeting,21/01/2021 21:53
Robert Williams,Email,,Paying Member,,21/01/2021 21:53
Lois Philbrick,Email,,Paying Member,,21/01/2021 21:53
Barbara Spivey,Lead Created,;2021-01-21T22:10:40.000Z,Lead,Engaged,21/01/2021 22:10
Barbara Spivey,Platform Account Created,,Lead,Engaged,21/01/2021 22:10
Barbara Spivey,Apply to Join Meeting,,Lead,Engaged,21/01/2021 22:17
Barbara Spivey,Apply to Join Meeting,,Lead,Engaged,21/01/2021 22:18
Terry Jones,Email,,Team,,21/01/2021 23:39
Francis Belisle,Email,,Paying Member,,21/01/2021 23:39
Robert Qualls,Email,,Paying Member,,21/01/2021 23:39
Michael Collingwood,Email,,Paying Member,,21/01/2021 23:39
Jamie Harding,Email,,Paying Member,Attended Meeting,21/01/2021 23:39
Megan Wright,Email,,Lead,Confirmed Meeting Attendee,21/01/2021 23:39
Amy Williams,Email,,Paying Member,,21/01/2021 23:39
Danielle Bellefeuille,Email,,Lead,Attended Meeting,21/01/2021 23:39
William Green,Attended Meeting,,,Attended Meeting,22/01/2021 00:02
Melody Stout,Attended Meeting,,Paying Member,Attended Meeting,22/01/2021 00:02
Dena Carter,Attended Meeting,,,Attended Meeting,22/01/2021 00:02
Ira Kannenberg,Attended Meeting,,Lead,Opportunity,22/01/2021 00:02
Keisha Chapman,Attended Meeting,,Paying Member,,22/01/2021 00:02
Lucy Renner,Email,,Paying Member,Opportunity,22/01/2021 08:41
Lucy Renner,Email,,Paying Member,Opportunity,22/01/2021 08:41
Lucy Renner,Email,,Paying Member,Opportunity,22/01/2021 08:42
Ashley Herrera,Call,,Paying Member,,22/01/2021 08:47
Jennifer Hoffman,Lead Created,;2021-01-22T08:46:17.000Z,Paying Member,Opportunity,22/01/2021 08:48
Terri Arends,Lead Created,;2021-01-22T08:49:32.000Z,Lead,Not an opportunity,22/01/2021 08:49
Keisha Chapman,Lead Created,;2021-01-22T09:30:10.000Z,,,22/01/2021 09:30
Jeanne Park,Lead Created,;2021-01-22T09:31:35.000Z,,,22/01/2021 09:31
Aaron Tow,Call,,Paying Member,,22/01/2021 10:18
Barry Farry,Call,,Paying Member,,22/01/2021 10:18
Karen Zatorski,Call,,Paying Member,,22/01/2021 10:18
Adam Robert,Call,,Contributing  Member,Attended Meeting,22/01/2021 10:48
Raul Bryan,Apply to Join Meeting,,Lead,Not an opportunity,22/01/2021 11:03
Raul Bryan,Apply to Join Meeting,,Lead,Not an opportunity,22/01/2021 11:09
Raul Bryan,Platform Account Created,,,,22/01/2021 11:12
Raul Bryan,Lead Created,;2021-01-22T11:12:51.000Z,,,22/01/2021 11:12
Raul Bryan,Apply to Join Meeting,,,,22/01/2021 11:19
Jackson Kreisler,Email,,Lead,Opportunity,22/01/2021 11:27
Jo Williams,Email,,Lead,Engaged,22/01/2021 11:27
Keith Bueno,Deal Created,,Lead,Opportunity,22/01/2021 11:37
Joan Carter,Lead Created,;2021-01-22T11:39:05.000Z,Not a lead,Attended Meeting,22/01/2021 11:39
Don Gutirrez,Lead Created,;2021-01-22T11:40:09.000Z,Lead,Opportunity,22/01/2021 11:41
Tiffany Morgan,Call,,Paying Member,,22/01/2021 11:48
Ashley Herrera,Call,,Paying Member,,22/01/2021 12:17
Marie Randle,Call,,Team,,22/01/2021 12:17
Ronald Arnold,Call,,Paying Member,,22/01/2021 12:17
Mike Calloway,Call,,Paying Member,,22/01/2021 12:17
Vincent Gray,Cancelled/No Show Meeting,,Paying Member,,22/01/2021 12:36
Christian Sherman,Cancelled/No Show Meeting,,Contributing  Member,Attended Meeting,22/01/2021 12:39
Angela Sydow,Cancelled/No Show Meeting,,Lead,Opportunity,22/01/2021 12:40
Kyle Kelly,Call,,Paying Member,,22/01/2021 12:47
Rebecca Bridges,Lead Created,CRM Email/Call Tracking;2021-01-22T13:47:00.000Z,Lead,,22/01/2021 13:47
Josh Fleishman,Call,,Lead,Initial Engagement,22/01/2021 13:47
Bryant Ramsey,Call,,,,22/01/2021 13:47
Emma Leake,Call,,Paying Member,,22/01/2021 13:47
Rebecca Bridges,Call,,Lead,,22/01/2021 13:47
Tracey Thomas,Email,,Paying Member,,22/01/2021 13:59
Lee Yerian,Email,,Lead,Attended Meeting,22/01/2021 14:21
Lee Yerian,Email,,Lead,Attended Meeting,22/01/2021 14:22
Lee Yerian,Email,,Lead,Attended Meeting,22/01/2021 14:39
Lee Yerian,Email,,Lead,Attended Meeting,22/01/2021 14:40
Lee Yerian,Email,,Lead,Attended Meeting,22/01/2021 14:41
Lee Yerian,Email,,Lead,Attended Meeting,22/01/2021 14:41
Laura Rodriquez,Platform Account Created,,,,22/01/2021 14:42
Laura Rodriquez,Lead Created,;2021-01-22T14:42:32.000Z,,,22/01/2021 14:42
Lee Yerian,Email,,Lead,Attended Meeting,22/01/2021 14:43
Lee Yerian,Email,,Lead,Attended Meeting,22/01/2021 14:43
Lee Yerian,Email,,Lead,Attended Meeting,22/01/2021 14:44
Lee Yerian,Email,,Lead,Attended Meeting,22/01/2021 14:45
Amanda Gabbert,Apply to Join Meeting,,Paying Member,Opportunity,22/01/2021 15:07
Lisa Mcmullen,Call,,Paying Member,Attended Meeting,22/01/2021 15:16
Mattie Mcdougle,Call,,Team,Attended Meeting,22/01/2021 15:16
Don Lawrence,Call,,Team,Attended Meeting,22/01/2021 15:16
Antonio Carmona,Lead Created,;2021-01-22T15:22:41.000Z,Not a lead,Not an opportunity,22/01/2021 15:22
Antonio Carmona,Platform Account Created,,Not a lead,Not an opportunity,22/01/2021 15:22
Sharon Surbaugh,Call,,Paying Member,,22/01/2021 15:46
Tracey Thomas,Email,,Paying Member,,22/01/2021 17:03
William Padgett,Apply to Join Meeting,,Paying Member,Opportunity,22/01/2021 17:25
Tracey Thomas,Email,,Paying Member,,22/01/2021 17:33
Kory Barker,Lead Created,;2021-01-22T18:05:53.000Z,Lead,Engaged,22/01/2021 18:07
Helen Franciscus,Email,,,,22/01/2021 18:44
Ada Goodman,Platform Account Created,,Not a lead,Not an opportunity,22/01/2021 18:47
Ada Goodman,Lead Created,;2021-01-22T18:47:04.000Z,Not a lead,Not an opportunity,22/01/2021 18:47
Vincent Gray,Apply to Join Meeting,,Paying Member,,22/01/2021 19:06
Judith Soto,Platform Account Created,,Lead,Confirmed Meeting Attendee,22/01/2021 22:37
Judith Soto,Lead Created,;2021-01-22T22:37:56.000Z,Lead,Confirmed Meeting Attendee,22/01/2021 22:38
Judith Soto,Apply to Join Meeting,,Lead,Confirmed Meeting Attendee,22/01/2021 22:43
James Divers,Email,,Lead,,22/01/2021 23:56
Aimee Lopez,Email,,Lead,Attended Meeting,23/01/2021 01:05
Tracey Thomas,Email,,Paying Member,,23/01/2021 04:54
Tracey Thomas,Email,,Paying Member,,23/01/2021 08:29
Aurelio Billings,Lead Created,;2021-01-24T09:12:59.000Z,Lead,Engaged,24/01/2021 09:14
Morgan Nelson,Lead Created,;2021-01-24T09:12:59.000Z,Lead,Engaged,24/01/2021 09:14
Kory Barker,Call,,Lead,Engaged,24/01/2021 09:19
Kory Barker,Call,,Lead,Engaged,24/01/2021 09:19
Mary Levingston,Lead Created,;2021-01-25T02:53:51.000Z,Lead,Engaged,25/01/2021 02:53
Mary Levingston,Platform Account Created,,Lead,Engaged,25/01/2021 02:53
Delores Whitfield,Lead Created,;2021-01-25T08:41:58.000Z,Not a lead,Not an opportunity,25/01/2021 08:42
Delores Whitfield,Platform Account Created,,Not a lead,Not an opportunity,25/01/2021 08:42
Joan Carter,Lead Created,;2021-01-25T09:36:47.000Z,Lead,Opportunity,25/01/2021 09:36
Harry Warfield,Lead Created,LinkedIn Events;2021-01-25T11:03:12.000Z,,,25/01/2021 11:04
Terry Robertson,Lead Created,LinkedIn Events;2021-01-25T11:07:42.000Z,Lead,Not an opportunity,25/01/2021 11:08
Glenn Bryant,Platform Account Created,,,,25/01/2021 12:55
Glenn Bryant,Lead Created,;2021-01-25T12:55:47.000Z,,,25/01/2021 12:55
Glenn Bryant,Platform Account Created,,,,25/01/2021 12:56
John Reed,Platform Account Created,,Lead,Engaged,25/01/2021 14:45
John Reed,Lead Created,;2021-01-25T14:45:52.000Z,Lead,Engaged,25/01/2021 14:45
Charles Emmons,Lead Created,;2021-01-25T14:45:57.000Z,Lead,,25/01/2021 14:46
Charles Emmons,Platform Account Created,,Lead,,25/01/2021 14:46
John Simple,Platform Account Created,,Not a lead,Not an opportunity,25/01/2021 14:46
John Simple,Lead Created,;2021-01-25T14:46:02.000Z,Not a lead,Not an opportunity,25/01/2021 14:46
Beatrice Hill,Lead Created,;2021-01-25T14:46:10.000Z,Lead,Engaged,25/01/2021 14:46
Beatrice Hill,Platform Account Created,,Lead,Engaged,25/01/2021 14:46
June Seipp,Platform Account Created,,Lead,Not an opportunity,25/01/2021 14:46
June Seipp,Lead Created,;2021-01-25T14:46:16.000Z,Lead,Not an opportunity,25/01/2021 14:46
Dawn Whitaker,Lead Created,CRM Email/Call Tracking;2021-01-25T14:48:03.000Z,Lead,Engaged,25/01/2021 14:48
Elizabeth Guerra,Email,,Contributing  Member,,25/01/2021 14:49
Angela Sydow,Email,,Lead,Opportunity,25/01/2021 14:51
Harvey Kawachi,Platform Account Created,,,,25/01/2021 14:51
Harvey Kawachi,Lead Created,;2021-01-25T14:51:04.000Z,,,25/01/2021 14:51
Angela Sydow,Email,,Lead,Opportunity,25/01/2021 14:51
Angela Sydow,Email,,Lead,Opportunity,25/01/2021 14:51
Angela Sydow,Email,,Lead,Opportunity,25/01/2021 14:51
Walter Weekly,Lead Created,Virtual Event Application;2021-01-25T14:51:10.000Z,Not a lead,Initial Engagement,25/01/2021 14:51
Walter Weekly,Platform Account Created,,,,25/01/2021 14:51
Walter Weekly,Lead Created,;2021-01-25T14:51:08.000Z,,,25/01/2021 14:51
Angela Sydow,Email,,Lead,Opportunity,25/01/2021 14:51
Angela Sydow,Email,,Lead,Opportunity,25/01/2021 14:51
Angela Sydow,Email,,Lead,Opportunity,25/01/2021 14:51
Frederick Hyden,Email,,,,25/01/2021 14:51
Angela Sydow,Email,,Lead,Opportunity,25/01/2021 14:51
Frederick Hyden,Email,,,,25/01/2021 14:51
Charles Emmons,Apply to Join Meeting,,Lead,,25/01/2021 14:53
Beatrice Hill,Apply to Join Meeting,,Lead,Engaged,25/01/2021 14:53
Harvey Kawachi,Apply to Join Meeting,,,,25/01/2021 14:53
Mary Levingston,Apply to Join Meeting,,Lead,Engaged,25/01/2021 14:53
John Simple,Apply to Join Meeting,,Not a lead,Not an opportunity,25/01/2021 14:53
James Bohannon,Apply to Join Meeting,,Paying Member,Attended Meeting,25/01/2021 14:53
June Seipp,Apply to Join Meeting,,Lead,Not an opportunity,25/01/2021 14:53
Walter Weekly,Apply to Join Meeting,,Not a lead,Initial Engagement,25/01/2021 14:53
John Reed,Apply to Join Meeting,,Lead,Engaged,25/01/2021 14:53
Elizabeth Guerra,Email,,Contributing  Member,,25/01/2021 14:54
Dawn Whitaker,Email,,Lead,Engaged,25/01/2021 14:57
Elaine Downie,Email,,Lead,Engaged,25/01/2021 14:57
Ronald Powers,Email,,Team,Attended Meeting,25/01/2021 14:57
Elaine Downie,Email,,Lead,Engaged,25/01/2021 14:57
Barbara Spivey,Call,,Lead,Engaged,25/01/2021 14:57
Dawn Whitaker,Email,,Lead,Engaged,25/01/2021 14:57
Dawn Whitaker,Email,,Lead,Engaged,25/01/2021 14:57
Elaine Downie,Email,,Lead,Engaged,25/01/2021 14:57
Angela Sydow,Call,,Lead,Opportunity,25/01/2021 14:57
Monty Simmons,Email,,Lead,Opportunity,25/01/2021 14:57
Elaine Downie,Email,,Lead,Engaged,25/01/2021 14:58
William Shay,Email,,Contributing  Member,Attended Meeting,25/01/2021 14:58
Dawn Whitaker,Email,,Lead,Engaged,25/01/2021 14:58
Victor Fulmer,Call,,Lead,Confirmed Meeting Attendee,25/01/2021 14:58
William Shay,Email,,Contributing  Member,Attended Meeting,25/01/2021 14:58
Robert Qualls,Email,,Paying Member,,25/01/2021 14:58
Jamie Harding,Email,,Paying Member,Attended Meeting,25/01/2021 14:58
Elizabeth Guerra,Email,,Contributing  Member,,25/01/2021 14:58
Amy Williams,Email,,Paying Member,,25/01/2021 14:58
Ronald Powers,Email,,Team,Attended Meeting,25/01/2021 14:58
Ashley Herrera,Email,,Paying Member,,25/01/2021 14:58
Jason Mendez,Email,,Lead,Attended Meeting,25/01/2021 14:59
Beatrice Lacy,Email,,Contributing  Member,,25/01/2021 14:59
Arthur Lott,Call,,Contributing  Member,Not an opportunity,25/01/2021 14:59
Megan Wright,Email,,Lead,Confirmed Meeting Attendee,25/01/2021 14:59
Elizabeth Guerra,Email,,Contributing  Member,,25/01/2021 14:59
Elizabeth Guerra,Email,,Contributing  Member,,25/01/2021 14:59
Elizabeth Guerra,Email,,Contributing  Member,,25/01/2021 15:00
William Shay,Email,,Contributing  Member,Attended Meeting,25/01/2021 15:00
Cami Gass,Call,,Contributing  Member,Confirmed Meeting Attendee,25/01/2021 15:00
Elizabeth Guerra,Email,,Contributing  Member,,25/01/2021 15:00
Amy Williams,Email,,Paying Member,,25/01/2021 15:01
Christian Sherman,Email,,Contributing  Member,Attended Meeting,25/01/2021 15:26
Aaron Banks,Email,,Former Paying Member,,25/01/2021 15:26
Rosie Mcgowan,Email,,Paying Member,,25/01/2021 15:26
Claudia Williams,Email,,Paying Member,,25/01/2021 15:26
Ashley Herrera,Email,,Paying Member,,25/01/2021 15:26
Jamie Harding,Email,,Paying Member,Attended Meeting,25/01/2021 15:26
Edwin Bogner,Email,,Paying Member,,25/01/2021 15:26
Vicky Kidd,Email,,Lead,Initial Engagement,25/01/2021 16:07
Anna Ormiston,Platform Account Created,,Not a lead,Not an opportunity,25/01/2021 16:11
Anna Ormiston,Lead Created,;2021-01-25T16:11:24.000Z,Not a lead,Not an opportunity,25/01/2021 16:11
Anna Ormiston,Apply to Join Meeting,,Not a lead,Not an opportunity,25/01/2021 16:17
Glen Hearn,Platform Account Created,,,Attended Meeting,25/01/2021 16:20
Glen Hearn,Lead Created,;2021-01-25T16:20:36.000Z,,Attended Meeting,25/01/2021 16:20
Glen Hearn,Apply to Join Meeting,,,Attended Meeting,25/01/2021 16:26
Anna Ormiston,Apply to Join Meeting,,Not a lead,Not an opportunity,25/01/2021 16:46
Ruby Yamasaki,Call,,Paying Member,,25/01/2021 16:47
Jennifer Barrett,Call,,Paying Member,,25/01/2021 16:47
Anna Ormiston,Apply to Join Meeting,,Not a lead,Not an opportunity,25/01/2021 16:50
Jerry Ashcraft,Lead Created,;2021-01-25T17:40:15.000Z,Not a lead,Not an opportunity,25/01/2021 17:40
Jerry Ashcraft,Platform Account Created,,Not a lead,Not an opportunity,25/01/2021 17:40
Andrew Mcelroy,Lead Created,Virtual Event Application;2021-01-25T17:44:17.000Z,Not a lead,Not an opportunity,25/01/2021 17:44
Andrew Mcelroy,Apply to Join Meeting,,Not a lead,Not an opportunity,25/01/2021 17:45
Robert Qualls,Email,,Paying Member,,25/01/2021 17:46
Jamie Harding,Email,,Paying Member,Attended Meeting,25/01/2021 17:46
Ashley Herrera,Email,,Paying Member,,25/01/2021 17:46
Jason Mendez,Email,,Lead,Attended Meeting,25/01/2021 17:46
Jerry Ashcraft,Apply to Join Meeting,,Not a lead,Not an opportunity,25/01/2021 17:47
Dennis Dingle,Lead Created,CRM Email/Call Tracking;2021-01-25T17:53:25.000Z,Contributing  Member,,25/01/2021 17:53
Lois Philbrick,Apply to Join Meeting,,Paying Member,,25/01/2021 18:22
Eugene Roy,Platform Account Created,,Lead,Opportunity,25/01/2021 20:20
Elizabeth Guerra,Email,,Contributing  Member,,25/01/2021 20:57
Elizabeth Guerra,Email,,Contributing  Member,,25/01/2021 21:20
Dolores Arnold,Email,,Lead,,25/01/2021 21:41
Elizabeth Guerra,Email,,Contributing  Member,,26/01/2021 00:19
Jane Hasty,Platform Account Created,,,Not an opportunity,26/01/2021 02:52
Jane Hasty,Apply to Join Meeting,,,Not an opportunity,26/01/2021 02:59
William Shay,Email,,Contributing  Member,Attended Meeting,26/01/2021 07:56
James Divers,Email,,Lead,,26/01/2021 08:17
Ashley Herrera,Email,,Paying Member,,26/01/2021 09:15
Jamie Harding,Email,,Paying Member,Attended Meeting,26/01/2021 09:15
Robert Qualls,Email,,Paying Member,,26/01/2021 09:15
Jason Mendez,Email,,Lead,Attended Meeting,26/01/2021 09:15
Phillip Schmidt,Lead Created,;2021-01-26T09:44:14.000Z,Lead,Opportunity,26/01/2021 09:44
Mary Fudge,Platform Account Created,,,,26/01/2021 09:46
Mary Fudge,Lead Created,;2021-01-26T09:46:27.000Z,,,26/01/2021 09:46
Robert Qualls,Email,,Paying Member,,26/01/2021 09:57
Ashley Herrera,Email,,Paying Member,,26/01/2021 09:57
Jamie Harding,Email,,Paying Member,Attended Meeting,26/01/2021 09:57
Jason Mendez,Email,,Lead,Attended Meeting,26/01/2021 09:57
George Corbin,Call,,,,26/01/2021 10:16
Jason Mendez,Call,,Lead,Attended Meeting,26/01/2021 10:16
Regina Rissell,Lead Created,;2021-01-26T10:24:46.000Z,Contributing  Member,Attended Meeting,26/01/2021 10:25
William Shay,Email,,Contributing  Member,Attended Meeting,26/01/2021 10:30
William Shay,Email,,Contributing  Member,Attended Meeting,26/01/2021 10:34
Quinton Scheer,Lead Created,CRM Email/Call Tracking;2021-01-26T10:51:22.000Z,,Attended Meeting,26/01/2021 10:51
Beatrice Lacy,Email,,Contributing  Member,,26/01/2021 10:55
Jamie Harding,Email,,Paying Member,Attended Meeting,26/01/2021 11:15
Ashley Herrera,Email,,Paying Member,,26/01/2021 11:15
Chris Doering,Email,,,,26/01/2021 11:15
Paul Brown,Email,,Lead,Attended Meeting,26/01/2021 11:15
Felipe Stangle,Email,,Lead,Not an opportunity,26/01/2021 11:15
Lola Arnold,Email,,,Attended Meeting,26/01/2021 11:15
Jason Mendez,Email,,Lead,Attended Meeting,26/01/2021 11:15
Melody Stout,Email,,,,26/01/2021 11:15
Robert Qualls,Email,,Paying Member,,26/01/2021 11:15
Jamie Harding,Email,,Paying Member,Attended Meeting,26/01/2021 11:24
Jason Mendez,Email,,Lead,Attended Meeting,26/01/2021 11:24
Robert Qualls,Email,,Paying Member,,26/01/2021 11:24
Ashley Herrera,Email,,Paying Member,,26/01/2021 11:24
Jason Mendez,Email,,Lead,Attended Meeting,26/01/2021 11:28
Ashley Herrera,Email,,Paying Member,,26/01/2021 11:28
Jamie Harding,Email,,Paying Member,Attended Meeting,26/01/2021 11:28
Robert Qualls,Email,,Paying Member,,26/01/2021 11:28
Lawrence Kennedy,Cancelled/No Show Meeting,,Lead,Confirmed Meeting Attendee,26/01/2021 11:33
Cami Gass,Apply to Join Meeting,,Contributing  Member,Confirmed Meeting Attendee,26/01/2021 11:40
Esther Suhr,Lead Created,;2021-01-26T11:58:57.000Z,Contributing  Member,Attended Meeting,26/01/2021 11:59
Betty Alston,Lead Created,;2021-01-26T11:58:57.000Z,Contributing  Member,Attended Meeting,26/01/2021 12:00
William Shay,Email,,Contributing  Member,Attended Meeting,26/01/2021 12:03
Floyd Whitney,Lead Created,;2021-01-26T12:18:51.000Z,Lead,Not an opportunity,26/01/2021 12:19
Howard Barber,Lead Created,;2021-01-26T12:18:51.000Z,Lead,Not an opportunity,26/01/2021 12:20
Kevin Mackley,Lead Created,;2021-01-26T12:18:53.000Z,Not a lead,Not an opportunity,26/01/2021 12:23
Mark Reiland,Lead Created,;2021-01-26T12:18:54.000Z,Not a lead,Not an opportunity,26/01/2021 12:25
Michael Vives,Lead Created,;2021-01-26T12:18:55.000Z,Not a lead,Not an opportunity,26/01/2021 12:27
Rosa Nason,Lead Created,;2021-01-26T12:28:42.000Z,Not a lead,Not an opportunity,26/01/2021 12:29
Rhonda Stachura,Lead Created,;2021-01-26T12:30:27.000Z,Lead,Initial Engagement,26/01/2021 12:30
Jeffrey Peebles,Lead Created,;2021-01-26T12:31:46.000Z,Not a lead,Not an opportunity,26/01/2021 12:32
Jason Mendez,Email,,Lead,Attended Meeting,26/01/2021 12:33
Ashley Herrera,Email,,Paying Member,,26/01/2021 12:33
Robert Qualls,Email,,Paying Member,,26/01/2021 12:33
Jamie Harding,Email,,Paying Member,Attended Meeting,26/01/2021 12:33
Evelyn Woods,Lead Created,;2021-01-26T12:33:25.000Z,Lead,Initial Engagement,26/01/2021 12:33
Jennifer Hoffman,Call,,Paying Member,Opportunity,26/01/2021 13:45
Terri Arends,Call,,Lead,Not an opportunity,26/01/2021 13:45
Gregg Mcmullen,Call,,Lead,,26/01/2021 13:45
Jamie Harding,Email,,Paying Member,Attended Meeting,26/01/2021 13:47
Jason Mendez,Email,,Lead,Attended Meeting,26/01/2021 13:48
Robert Qualls,Email,,Paying Member,,26/01/2021 13:48
Ashley Herrera,Email,,Paying Member,,26/01/2021 13:48
Christian Sherman,Call,,Contributing  Member,Attended Meeting,26/01/2021 13:48
Nancy Quarles,Call,,Paying Member,Attended Meeting,26/01/2021 13:48
Esther Suhr,Lead Created,;2021-01-26T13:53:29.000Z,,Attended Meeting,26/01/2021 13:53
David Neary,Email,,,Attended Meeting,26/01/2021 14:03
Roscoe Patrick,Apply to Join Meeting,,Paying Member,,26/01/2021 14:16
Don Lawrence,Apply to Join Meeting,,Team,Attended Meeting,26/01/2021 14:38
Teddy Perza,Call,,Paying Member,,26/01/2021 14:48
Rebecca Bridges,Call,,Lead,,26/01/2021 14:48
Thomas Vesco,Call,,Contributing  Member,,26/01/2021 14:48
Josh Fleishman,Call,,Lead,Initial Engagement,26/01/2021 14:48
Emma Leake,Call,,Paying Member,,26/01/2021 14:48
Bryant Ramsey,Call,,,,26/01/2021 14:48
Michael Villicana,Call,,Lead,Opportunity,26/01/2021 14:48
Mattie Mcdougle,Apply to Join Meeting,,Team,Attended Meeting,26/01/2021 14:55
Jason Mendez,Email,,Lead,Attended Meeting,26/01/2021 14:56
Ashley Herrera,Email,,Paying Member,,26/01/2021 14:56
Robert Qualls,Email,,Paying Member,,26/01/2021 14:56
Jamie Harding,Email,,Paying Member,Attended Meeting,26/01/2021 14:56
Mattie Mcdougle,Apply to Join Meeting,,Team,Attended Meeting,26/01/2021 14:57
Christi Basil,Lead Created,;2021-01-26T15:12:11.000Z,Paying Member,Opportunity,26/01/2021 15:12
Christi Basil,Platform Account Created,,Paying Member,Opportunity,26/01/2021 15:12
Jennifer Goff,Call,,Paying Member,,26/01/2021 15:16
Liza Ruble,Call,,Team,Attended Meeting,26/01/2021 15:16
George Bobbitt,Call,,Lead,Confirmed Meeting Attendee,26/01/2021 15:16
Lawrence Kennedy,Call,,Lead,Confirmed Meeting Attendee,26/01/2021 15:16
Douglas Barber,Call,,Lead,Attended Meeting,26/01/2021 15:16
Deborah Hein,Call,,Contributing  Member,Attended Meeting,26/01/2021 15:16
Christi Basil,Apply to Join Meeting,,Paying Member,Opportunity,26/01/2021 15:19
Dale Sieck,Lead Created,CRM Email/Call Tracking;2021-01-26T15:42:13.000Z,,,26/01/2021 15:42
Eric Hatcher,Call,,,,26/01/2021 15:47
Sara Bouchard,Call,,Trial Member,Opportunity,26/01/2021 15:47
Arthur Lott,Email,,Contributing  Member,Not an opportunity,26/01/2021 16:00
